"","nwsID","wrccID","nessID","siteName","longitude","latitude","timezone","elevation","countryCode","stateCode","agency"
"251","050604",NA,NA,"SUGARLOAF",-105.3608333,40.01805556,"America/Denver",6758,"US","CO",NA
"252","044303",NA,NA,"BRADLEY",-120.8027778,35.86416667,"America/Los_Angeles",537,"US","CA",NA
"253","044730",NA,NA,"BEAR PEAK",-118.0516667,35.88416667,"America/Los_Angeles",8228,"US","CA",NA
"254","043708",NA,NA,"BENTON",-118.4838889,37.83555556,"America/Los_Angeles",5377,"US","CA",NA
"255","045617",NA,NA,"BEAUMONT",-116.9497222,33.93027778,"America/Los_Angeles",2604,"US","CA",NA
"256","045442",NA,NA,"BEVERLY HILLS",-118.4202778,34.125,"America/Los_Angeles",1260,"US","CA",NA
"257","045007",NA,NA,"BEAR VALLEY",-118.625,35.216,"America/Los_Angeles",4936,"US","CA",NA
"258","041201",NA,NA,"BANGOR",-121.3861111,39.38055556,"America/Los_Angeles",803,"US","CA",NA
"259","056005",NA,NA,"BIGHORN",-106.1994444,37.02027778,"America/Denver",8334,"US","CO",NA
"260","045401",NA,NA,"BIG PINES",-117.6919444,34.37888889,"America/Los_Angeles",6917,"US","CA",NA
"261","042310",NA,NA,"BIG ROCK",-122.6222222,38.04833333,"America/Los_Angeles",1500,"US","CA",NA
"262","043008",NA,NA,"BLACK DIAMOND",-121.8844444,37.95,"America/Los_Angeles",1600,"US","CA",NA
"263","053806",NA,NA,"BLACK CANYON",-107.6858333,38.54222222,"America/Denver",8560,"US","CO",NA
"264","040725",NA,NA,"BLUE DOOR",-120.3375,41.05472222,"America/Los_Angeles",5615,"US","CA",NA
"265","055601",NA,NA,"BLACK MOUNTAIN",-105.2841667,37.86166667,"America/Denver",8982,"US","CO",NA
"266","040731",NA,NA,"BLACKS MTN #2",-121.1788889,40.72444444,"America/Los_Angeles",5725,"US","CA",NA
"267","040203",NA,NA,"BLUE RIDGE (KNF)",-123.1875,41.26888889,"America/Los_Angeles",5858,"US","CA",NA
"268","042612",NA,NA,"BEN BOLT",-120.9333333,38.59055556,"America/Los_Angeles",905,"US","CA",NA
"269","055305",NA,NA,"BLUE PARK",-106.7947222,37.79138889,"America/Denver",10300,"US","CO",NA
"270","040302",NA,NA,"BLUE MOUNTAIN",-120.8630556,41.82972222,"America/Los_Angeles",5746,"US","CA",NA
"271","040404",NA,NA,"BRUSH MTN",-123.6683333,40.91361111,"America/Los_Angeles",3941,"US","CA",NA
"272","043809",NA,NA,"BEN LOMOND",-122.17,37.13166667,"America/Los_Angeles",2630,"US","CA",NA
"273","043211",NA,NA,"BANNER ROAD",-120.4897222,38.28416667,"America/Los_Angeles",2803,"US","CA",NA
"274","040703",NA,NA,"BOGARD",-121.0830556,40.59805556,"America/Los_Angeles",5686,"US","CA",NA
"275","040247",NA,NA,"BOLAM",-122.2086111,41.53388889,"America/Los_Angeles",4483,"US","CA",NA
"276","041001",NA,NA,"BOONVILLE",-123.3475,38.9875,"America/Los_Angeles",618,"US","CA",NA
"277","045102",NA,NA,"BIG PINE FLAT",-117.0138889,34.32,"America/Los_Angeles",6861,"US","CA",NA
"278","043702",NA,NA,"BRIDGEPORT",-119.2197222,38.24833333,"America/Los_Angeles",6560,"US","CA",NA
"279","044901",NA,NA,"BRANCH_MOUNTAIN",-120.0833333,35.18388889,"America/Los_Angeles",3773,"US","CA",NA
"280","053905",NA,NA,"BEAR CREEK",-105.9608333,38.43388889,"America/Denver",9000,"US","CO",NA
"281","045009",NA,NA,"BRECKENRIDGE",-118.5838889,35.45055556,"America/Los_Angeles",7548,"US","CA",NA
"282","040313",NA,NA,"BEAR FLAT",-120.3138889,41.29527778,"America/Los_Angeles",6826,"US","CA",NA
"283","043010",NA,NA,"BRIONES",-122.1294444,37.93583333,"America/Los_Angeles",1450,"US","CA",NA
"284","044722",NA,NA,"BLACKROCK",-118.2602778,36.09305556,"America/Los_Angeles",8200,"US","CA",NA
"285","042616",NA,NA,"BARON",-120.0241667,38.85416667,"America/Los_Angeles",6247,"US","CA",NA
"286","042202",NA,NA,"BROOKS",-122.1447222,38.73833333,"America/Los_Angeles",354,"US","CA",NA
"287","044302",NA,NA,"BIG SUR",-121.785,36.23555556,"America/Los_Angeles",450,"US","CA",NA
"288","043603",NA,NA,"BUCK MEADOWS",-120.0975,37.82333333,"America/Los_Angeles",3200,"US","CA",NA
"289","040728",NA,NA,"BULL FLAT",-120.1138889,40.48083333,"America/Los_Angeles",4395,"US","CA",NA
"290","045125",NA,NA,"BURNS CANYON",-116.6208333,34.20833333,"America/Los_Angeles",6000,"US","CA",NA
"291","042601",NA,NA,"BEAVER",-120.3277778,38.51944444,"America/Los_Angeles",5700,"US","CA",NA
"292","040242",NA,NA,"BRAZIE  RANCH",-122.5986111,41.67583333,"America/Los_Angeles",3090,"US","CA",NA
"293","045741",NA,NA,"CAMP ELLIOTT",-117.1055556,32.85916667,"America/Los_Angeles",539,"US","CA",NA
"294","040245",NA,NA,"CALLAHAN #2",-122.8252778,41.29972222,"America/Los_Angeles",3911,"US","CA",NA
"295","045704",NA,NA,"CAMERON FIRE STATION",-116.4630556,32.72138889,"America/Los_Angeles",3443,"US","CA",NA
"296","040303",NA,NA,"CANBY",-120.8694444,41.44527778,"America/Los_Angeles",4309,"US","CA",NA
"297","044916",NA,NA,"CARRIZO",-119.7727778,35.09638889,"America/Los_Angeles",2490,"US","CA",NA
"298","044114",NA,NA,"CATHEYS VALLEY",-120.0769444,37.38,"America/Los_Angeles",1234,"US","CA",NA
"299","044719",NA,NA,"CEDAR GROVE",-118.66,36.79083333,"America/Los_Angeles",4720,"US","CA",NA
"300","042704",NA,NA,"CFA RAWS",-120.9302778,38.38,"America/Los_Angeles",660,"US","CA",NA
"301","045313",NA,NA,"CHEESEBORO",-118.7194444,34.18638889,"America/Los_Angeles",1707,"US","CA",NA
"302","041210",NA,NA,"CHICO",-121.7805556,39.71194444,"America/Los_Angeles",237,"US","CA",NA
"303","053102",NA,NA,"CHEESMAN",-105.2672222,39.18138889,"America/Denver",7473,"US","CO",NA
"304","045436",NA,NA,"CHILAO",-118.0366667,34.33,"America/Los_Angeles",5235,"US","CA",NA
"305","055704",NA,NA,"CHAPIN",-108.4891667,37.19944444,"America/Denver",7126,"US","CO",NA
"306","040904",NA,NA,"CHESTER",-121.2438889,40.29694444,"America/Los_Angeles",4530,"US","CA",NA
"307","045302",NA,NA,"CHUCHUPATE",-119.0011111,34.80194444,"America/Los_Angeles",5250,"US","CA",NA
"308","045443",NA,NA,"CLAREMONT",-117.7119444,34.13861111,"America/Los_Angeles",1645,"US","CA",NA
"309","050108",NA,NA,"CALICO",-108.5219444,40.37666667,"America/Denver",6720,"US","CO",NA
"310","040314",NA,NA,"COLD SPRINGS",-120.3183333,41.78166667,"America/Los_Angeles",6313,"US","CA",NA
"311","045405",NA,NA,"CLEAR CREEK",-118.1583333,34.27333333,"America/Los_Angeles",3648,"US","CA",NA
"312","045624",NA,NA,"CLARK",-117.3038889,33.87694444,"America/Los_Angeles",1637,"US","CA",NA
"313","043405",NA,NA,"CALAVERAS ROAD",-121.8441667,37.55305556,"America/Los_Angeles",1230,"US","CA",NA
"314","044733",NA,NA,"CASE MOUTAIN",-118.8091667,36.41083333,"America/Los_Angeles",6450,"US","CA",NA
"315","040801",NA,NA,"COLBY MTN",-121.5333333,40.15,"America/Los_Angeles",6004,"US","CA",NA
"316","045636",NA,NA,"CORONA 2",-117.5736111,33.81888889,"America/Los_Angeles",1951,"US","CA",NA
"317","045618",NA,NA,"CORONA_FIRE STATION",-117.55,33.88027778,"America/Los_Angeles",620,"US","CA",NA
"318","051804",NA,NA,"CORRAL CREEK",-105.4638889,39.64,"America/Denver",7844,"US","CO",NA
"319","041211",NA,NA,"COHASSET",-121.7688889,39.87166667,"America/Los_Angeles",1733,"US","CA",NA
"320","040237",NA,NA,"COLLINS BALDY LO",-122.9516667,41.775,"America/Los_Angeles",5493,"US","CA",NA
"321","045105",NA,NA,"CONVERSE",-116.9130556,34.19388889,"America/Los_Angeles",5618,"US","CA",NA
"322","053904",NA,NA,"COPPER GULCH",-105.4844444,38.31388889,"America/Denver",7760,"US","CO",NA
"323","043802",NA,NA,"CORRALITOS",-121.8052778,36.99083333,"America/Los_Angeles",327,"US","CA",NA
"324","053805",NA,NA,"COTTONWOOD",-108.2783333,38.57305556,"America/Denver",7220,"US","CO",NA
"325","040917",NA,NA,"COYOTE",-120.4775,39.98805556,"America/Los_Angeles",5570,"US","CA",NA
"326","049902",NA,NA,"COYOTE",-120.4766667,39.98777778,"America/Los_Angeles",5548,"US","CA",NA
"327","045441",NA,NA,"CAMP 9",-118.4183333,34.35305556,"America/Los_Angeles",4000,"US","CA",NA
"328","053808",NA,NA,"CARPENTER RIDGE",-109.0458333,38.45833333,"America/Denver",8188,"US","CO",NA
"329","044102",NA,NA,"CRANE RAWS",-119.8205556,37.75944444,"America/Los_Angeles",6634,"US","CA",NA
"330","044195",NA,NA,"CRANE RAWS",-119.8247,37.761667,"America/Los_Angeles",6644,"US","CA",NA
"331","043709",NA,NA,"CRESTVIEW",-118.9963889,37.73722222,"America/Los_Angeles",7561,"US","CA",NA
"332","040814",NA,NA,"CORNING",-122.1686111,39.93888889,"America/Los_Angeles",289,"US","CA",NA
"333","051506",NA,NA,"CROWN",-107.0955556,39.35277778,"America/Denver",8340,"US","CO",NA
"334","041213",NA,NA,"CARPENTER RIDGE",-121.5825,40.06861111,"America/Los_Angeles",4812,"US","CA",NA
"335","045603",NA,NA,"CRANSTON",-116.8380556,33.73722222,"America/Los_Angeles",1930,"US","CA",NA
"336","040106",NA,NA,"CRAZY PEAK",-123.6122222,41.97638889,"America/Los_Angeles",3970,"US","CA",NA
"337","045308",NA,NA,"CASITAS",-119.3525,34.41666667,"America/Los_Angeles",640,"US","CA",NA
"338","043209",NA,NA,"CAMPO SECO",-120.8663889,38.22361111,"America/Los_Angeles",399,"US","CA",NA
"339","040916",NA,NA,"CASHMAN",-120.915,40.00194444,"America/Los_Angeles",4478,"US","CA",NA
"340","040101",NA,NA,"CAMP SIX LOOKOUT",-123.8763889,41.83083333,"America/Los_Angeles",3698,"US","CA",NA
"341","056203",NA,NA,"BOSQUE",-104.9213889,37.09694444,"America/Denver",8174,"US","CO",NA
"342","051510",NA,NA,"DEEP CREEK",-107.6466667,39.77333333,"America/Denver",9404,"US","CO",NA
"343","051507",NA,NA,"DEMAREE",-108.88,39.46,"America/Denver",7460,"US","CO",NA
"344","045707",NA,NA,"DESCANSO FIRE STA",-116.6222222,32.85694444,"America/Los_Angeles",3480,"US","CA",NA
"345","055901",NA,NA,"DEVIL MOUNTAIN",-107.3052778,37.22694444,"America/Denver",7360,"US","CO",NA
"346","043711",NA,NA,"DEXTER",-118.7716667,37.83888889,"America/Los_Angeles",7982,"US","CA",NA
"347","040309",NA,NA,"DEVILS GARDEN",-120.6713889,41.52833333,"America/Los_Angeles",5049,"US","CA",NA
"348","043502",NA,NA,"DIABLO GRANDE",-121.2952778,37.32916667,"America/Los_Angeles",1861,"US","CA",NA
"349","050105",NA,NA,"DINOSAUR NM SUCCESS",-108.9105556,40.50861111,"America/Denver",5960,"US","CO",NA
"350","045002",NA,NA,"DEMOCRAT",-118.6302778,35.53166667,"America/Los_Angeles",2356,"US","CA",NA
"351","044521",NA,NA,"DINKEY",-119.1666667,37.06666667,"America/Los_Angeles",5668,"US","CA",NA
"352","041302",NA,NA,"DOG VALLEY",-120.0383333,39.57166667,"America/Los_Angeles",5880,"US","CA",NA
"353","051606",NA,NA,"DOWD JCT",-106.4580556,39.63333333,"America/Denver",8998,"US","CO",NA
"354","040724",NA,NA,"DOYLE",-120.0936111,40.05916667,"America/Los_Angeles",4240,"US","CA",NA
"355","051407",NA,NA,"DRAGON ROAD",-108.8825,39.92305556,"America/Denver",6240,"US","CO",NA
"356","050407",NA,NA,"DRY GULCH",-106.545,39.92722222,"America/Denver",7200,"US","CO",NA
"357","050207",NA,NA,"DRY LAKE",-106.7808333,40.535,"America/Denver",8280,"US","CO",NA
"358","051806",NA,NA,"DUMONT",-105.5966667,39.75,"America/Denver",7973,"US","CO",NA
"359","041901",NA,NA,"DUNCAN PEAK",-120.5088889,39.14388889,"America/Los_Angeles",7182,"US","CA",NA
"360","040246",NA,NA,"DUTCH INDY",-123.4438889,41.64388889,"America/Los_Angeles",2310,"US","CA",NA
"361","045445",NA,NA,"DEL VALLE",-118.6658333,34.43111111,"America/Los_Angeles",1278,"US","CA",NA
"362","045113",NA,NA,"DEVORE",-117.4041667,34.22083333,"America/Los_Angeles",2057,"US","CA",NA
"363","040802",NA,NA,"EAGLE PEAK",-122.6402778,39.92777778,"America/Los_Angeles",3713,"US","CA",NA
"364","420901",NA,NA,"CEDAR MOUNTAIN",-112.7766667,40.30055556,"America/Denver",4820,"US","UT",NA
"365","040421",NA,NA,"EEL RIVER CAMP",-123.8236111,40.13833333,"America/Los_Angeles",446,"US","CA",NA
"366","041005",NA,NA,"EEL RIVER  (MNF)",-123.0833333,39.825,"America/Los_Angeles",1500,"US","CA",NA
"367","045619",NA,NA,"EL CARISO FIRE STA",-117.4066667,33.65166667,"America/Los_Angeles",3038,"US","CA",NA
"368","043605",NA,NA,"MTELIZ",-120.2469444,38.06305556,"America/Los_Angeles",4938,"US","CA",NA
"369","044112",NA,NA,"EL PORTAL RAWS",-119.78,37.67666667,"America/Los_Angeles",2100,"US","CA",NA
"370","051408",NA,NA,"ERNIE GULCH",-108.2,40.04583333,"America/Denver",7000,"US","CO",NA
"371","043208",NA,NA,"ESPERANZA",-120.5147222,38.2425,"America/Los_Angeles",2559,"US","CA",NA
"372","050507",NA,NA,"ESTES PARK",-105.5622222,40.36638889,"America/Denver",7820,"US","CO",NA
"373","044516",NA,NA,"FANCHER CREEK",-119.4658333,36.88361111,"America/Los_Angeles",916,"US","CA",NA
"374","045101",NA,NA,"FAWNSKIN",-116.8988889,34.26611111,"America/Los_Angeles",6936,"US","CA",NA
"375","044503",NA,NA,"FENCE MDW",-119.1833333,36.96666667,"America/Los_Angeles",5256,"US","CA",NA
"376","044317",NA,NA,"HUNTER LIGGET",-121.15,36.01666667,"America/Los_Angeles",1120,"US","CA",NA
"377","045201",NA,NA,"FIGUEROA",-120.0008333,34.71888889,"America/Los_Angeles",3150,"US","CA",NA
"378","045802",NA,NA,"FISH CREEK MTN.",-116.0575,32.98305556,"America/Los_Angeles",760,"US","CA",NA
"379","053903",NA,NA,"FOUR MILE",-105.2038889,38.54055556,"America/Denver",6310,"US","CO",NA
"380","041908",NA,NA,"SEEDORCHARD",-120.7316667,39.09138889,"America/Los_Angeles",4355,"US","CA",NA
"381","044731",NA,NA,"FOUNTAIN SPRINGS",-118.9155556,35.89111111,"America/Los_Angeles",794,"US","CA",NA
"382","053104",NA,NA,"FRANKTOWN",-104.7508333,39.39222222,"America/Denver",6159,"US","CO",NA
"383","045736",NA,NA,"FREMONT CANYON",-117.7083333,33.81111111,"America/Los_Angeles",1750,"US","CA",NA
"384","040512",NA,NA,"FRIEND MTN",-123.3433333,40.505,"America/Los_Angeles",4396,"US","CA",NA
"385","053603",NA,NA,"FORT CARSON",-104.8538889,38.65888889,"America/Denver",6745,"US","CO",NA
"386","040520",NA,NA,"FIVE CENT",-122.9177778,40.75111111,"America/Los_Angeles",2613,"US","CA",NA
"387","040721",NA,NA,"GRASSHOPPER",-120.7841667,40.78166667,"America/Los_Angeles",6158,"US","CA",NA
"388","045724",NA,NA,"GOOSE VALLEY_FIRE ST",-116.8458333,33.07361111,"America/Los_Angeles",1530,"US","CA",NA
"389","045745",NA,NA,"BUD HILL",-116.8769444,33.08416667,"America/Los_Angeles",1835,"US","CA",NA
"390","040730",NA,NA,"GORDON",-120.8961111,40.75861111,"America/Los_Angeles",6200,"US","CA",NA
"391","050106",NA,NA,"GREAT DIVIDE",-107.8530556,40.75777778,"America/Denver",7220,"US","CO",NA
"392","045021",NA,NA,"GRAPEVINE PEAK",-118.9033333,34.90166667,"America/Los_Angeles",4647,"US","CA",NA
"393","045449",NA,NA,"GRASS MOUNTAIN",-118.4141667,34.64083333,"America/Los_Angeles",4626,"US","CA",NA
"394","043613",NA,NA,"GREEN SPRING",-120.5,37.83416667,"America/Los_Angeles",1108,"US","CA",NA
"395","050404",NA,NA,"GUNSIGHT",-106.3291667,40.20916667,"America/Denver",8360,"US","CO",NA
"396","051607",NA,NA,"GYPSUM",-106.9727778,39.69444444,"America/Denver",7340,"US","CO",NA
"397","042613",NA,NA,"GRIZZLY FLATS",-120.5614,38.619722,"America/Los_Angeles",3760,"US","CA",NA
"398","051608",NA,NA,"HANGMAN",-106.9161111,39.91777778,"America/Denver",7834,"US","CO",NA
"399","044319",NA,NA,"HASTINGS",-121.5513889,36.38833333,"America/Los_Angeles",1885,"US","CA",NA
"400","042010",NA,NA,"HAWKEYE",-122.9169444,38.735,"America/Los_Angeles",2024,"US","CA",NA
"401","040503",NA,NA,"HAYFORK",-123.165,40.54833333,"America/Los_Angeles",2340,"US","CA",NA
"402","040918",NA,NA,"HUMBUG SUMMIT",-121.3825,40.10944444,"America/Los_Angeles",6730,"US","CA",NA
"403","040732",NA,NA,"HIDDEN VALLEY",-120.6266667,40.44166667,"America/Los_Angeles",4452,"US","CA",NA
"404","042608",NA,NA,"HELL HOLE",-120.4213889,39.07138889,"America/Los_Angeles",5240,"US","CA",NA
"405","045439",NA,NA,"HENNINGER FLATS",-118.0933333,34.19472222,"America/Los_Angeles",2800,"US","CA",NA
"406","423106",NA,NA,"CHEPETA",-110.0747222,40.81111111,"America/Denver",12120,"US","UT",NA
"407","044409",NA,NA,"HERNANDEZ",-120.8555556,36.3825,"America/Los_Angeles",3733,"US","CA",NA
"408","041402",NA,NA,"HIGH GLADE LOOKOUT",-122.8083333,39.20833333,"America/Los_Angeles",4840,"US","CA",NA
"409","044520",NA,NA,"HIGH SIERRA",-119.0391667,37.31472222,"America/Los_Angeles",7400,"US","CA",NA
"410","044406",NA,NA,"HOLLISTER",-121.3619444,36.84194444,"America/Los_Angeles",404,"US","CA",NA
"411","044809",NA,NA,"HUNTER MOUNTAIN",-117.4736111,36.55,"America/Los_Angeles",6880,"US","CA",NA
"412","040727",NA,NA,"HORSE LAKE",-120.5027778,40.63055556,"America/Los_Angeles",5100,"US","CA",NA
"413","041909",NA,NA,"HOMEWOOD",-120.1705556,39.08305556,"America/Los_Angeles",7121,"US","CA",NA
"414","040408",NA,NA,"HOOPA",-123.6708333,41.04805556,"America/Los_Angeles",320,"US","CA",NA
"415","045129",NA,NA,"HORSE THIEF SPRING",-115.9091667,35.77055556,"America/Los_Angeles",5000,"US","CA",NA
"416","045133",NA,NA,"HEAPS PEAK",-117.1391667,34.23416667,"America/Los_Angeles",6394,"US","CA",NA
"417","045018",NA,NA,"HART FLAT",-118.6002778,35.25083333,"America/Los_Angeles",2685,"US","CA",NA
"418","040633",NA,NA,"SUMMIT_(HAT MTN)",-121.4225,40.50166667,"America/Los_Angeles",6850,"US","CA",NA
"419","052813",NA,NA,"HUNTSMAN",-107.0888889,38.33194444,"America/Denver",9230,"US","CO",NA
"420","051406",NA,NA,"HUNTER CREEK",-108.3166667,39.76666667,"America/Denver",6920,"US","CO",NA
"421","044517",NA,NA,"HURLEY",-119.5677778,37.015,"America/Los_Angeles",1201,"US","CA",NA
"422","040233",NA,NA,"INDIAN WELL",-121.5063889,41.71166667,"America/Los_Angeles",4770,"US","CA",NA
"423","050305",NA,NA,"INDEPENDENCE",-106.4308333,40.89694444,"America/Denver",8993,"US","CO",NA
"424","045015",NA,NA,"INDIAN WELLS CANYON",-117.8894444,35.685,"America/Los_Angeles",4000,"US","CA",NA
"425","052409",NA,NA,"DOMINGUEZ",-108.57,38.75305556,"America/Denver",7660,"US","CO",NA
"426","041214",NA,NA,"JARBO GAP",-121.4888889,39.73583333,"America/Los_Angeles",2485,"US","CA",NA
"427","045013",NA,NA,"JAWBONE",-118.2263889,35.29472222,"America/Los_Angeles",4300,"US","CA",NA
"428","052704",NA,NA,"JAY",-107.7383333,38.84555556,"America/Denver",6257,"US","CO",NA
"429","044105",NA,NA,"JERSEYDALE",-119.835,37.54472222,"America/Los_Angeles",3600,"US","CA",NA
"430","053004",NA,NA,"JONES HILL",-106.0033333,39.04111111,"America/Denver",9553,"US","CO",NA
"431","044707",NA,NA,"JOHNSONDALE",-118.545,35.97166667,"America/Los_Angeles",4700,"US","CA",NA
"432","040240",NA,NA,"JUANITA",-122.0055556,41.80194444,"America/Los_Angeles",5176,"US","CA",NA
"433","045708",NA,NA,"JULIAN",-116.5916667,33.07555556,"America/Los_Angeles",4238,"US","CA",NA
"434","040308",NA,NA,"JUNIPER CREEK",-120.4725,41.33222222,"America/Los_Angeles",4372,"US","CA",NA
"435","045604",NA,NA,"KEENWILD_RAWS",-116.7213889,33.70805556,"America/Los_Angeles",4706,"US","CA",NA
"436","053005",NA,NA,"KENOSHA PASS",-105.7497222,39.41083333,"America/Denver",10200,"US","CO",NA
"437","044602",NA,NA,"KETTLEMAN HILLS",-120.0569444,36.03333333,"America/Los_Angeles",801,"US","CA",NA
"438","353346",NA,NA,"MARSH",-121.5986111,42.96305556,"America/Los_Angeles",4536,"US","OR",NA
"439","049916",NA,NA,"KLAMATH PORTABLE",-121.5647222,41.94388889,"America/Los_Angeles",4040,"US","CA",NA
"440","040429",NA,NA,"KNEELAND",-123.9280556,40.71972222,"America/Los_Angeles",2724,"US","CA",NA
"441","045605",NA,NA,"KENWORTHY",-116.6222222,33.61694444,"America/Los_Angeles",4562,"US","CA",NA
"442","041411",NA,NA,"KONOCTI",-122.7063889,38.91166667,"America/Los_Angeles",2163,"US","CA",NA
"443","045016",NA,NA,"RIVER KERN",-118.4336111,35.7775,"America/Los_Angeles",3040,"US","CA",NA
"444","044003",NA,NA,"LOS BANOS",-121.0530556,37.05472222,"America/Los_Angeles",302,"US","CA",NA
"445","050104",NA,NA,"LADORE",-108.8363889,40.73833333,"America/Denver",5940,"US","CO",NA
"446","045709",NA,NA,"MT LAGUNA",-116.4202778,32.87972222,"America/Los_Angeles",5760,"US","CA",NA
"447","043304",NA,NA,"LA HONDA",-122.2552778,37.305,"America/Los_Angeles",872,"US","CA",NA
"448","044914",NA,NA,"LA PANZA",-120.1880556,35.38055556,"America/Los_Angeles",1633,"US","CA",NA
"449","040815",NA,NA,"LASSEN LODGE",-121.7136111,40.34388889,"America/Los_Angeles",4159,"US","CA",NA
"450","040709",NA,NA,"LAUFMAN",-120.3533333,40.14166667,"America/Los_Angeles",4800,"US","CA",NA
"451","041019",NA,NA,"LAYTONVILLE",-123.485,39.70222222,"America/Los_Angeles",1820,"US","CA",NA
"452","040723",NA,NA,"LADDER BUTTE",-121.2966667,40.80722222,"America/Los_Angeles",5644,"US","CA",NA
"453","045447",NA,NA,"LEO CARRILLO",-118.9358333,34.04555556,"America/Los_Angeles",50,"US","CA",NA
"454","043913",NA,NA,"LOS GATOS",-121.9508333,37.20416667,"America/Los_Angeles",1842,"US","CA",NA
"455","053002",NA,NA,"LAKE GEORGE",-105.3544444,38.97861111,"America/Denver",8035,"US","CO",NA
"456","045614",NA,NA,"LOST HORSE",-116.1838889,34.00222222,"America/Los_Angeles",4100,"US","CA",NA
"457","420915",NA,NA,"CLIFTON FLAT",-113.8755556,40.1125,"America/Denver",6384,"US","UT",NA
"458","041907",NA,NA,"LINCOLN",-121.2680556,38.88222222,"America/Los_Angeles",200,"US","CA",NA
"459","052410",NA,NA,"LITTLE DOLORES",-108.9444444,38.96916667,"America/Denver",6800,"US","CO",NA
"460","040310",NA,NA,"LOWER KLAMATH",-121.7013889,41.99916667,"America/Los_Angeles",4100,"US","CA",NA
"461","055808",NA,NA,"LOGCHUTES",-107.9147222,37.35222222,"America/Denver",8254,"US","CO",NA
"462","052003",NA,NA,"LOOKOUT MOUNTAIN",-105.2502778,39.72416667,"America/Denver",7504,"US","CO",NA
"463","045203",NA,NA,"LOS PRIETOS",-119.7833333,34.53583333,"America/Los_Angeles",1020,"US","CA",NA
"464","045450",NA,NA,"LAKE PALMDALE",-118.1013889,34.53694444,"America/Los_Angeles",2980,"US","CA",NA
"465","056501",NA,NA,"LODGEPOLE FLATS",-106.3494444,39.15305556,"America/Denver",9640,"US","CO",NA
"466","053006",NA,NA,"LOST PARK",-105.5427778,39.30666667,"America/Denver",10656,"US","CO",NA
"467","044904",NA,NA,"LAS TABLAS",-120.9238889,35.65638889,"America/Los_Angeles",994,"US","CA",NA
"468","045411",NA,NA,"LITTLE TUJUNGA",-118.3683333,34.30138889,"America/Los_Angeles",1390,"US","CA",NA
"469","054702",NA,NA,"LUJAN",-106.5677778,38.25444444,"America/Denver",11154,"US","CO",NA
"470","043013",NA,NA,"LOS VAQUEROS",-121.7366667,37.78888889,"America/Los_Angeles",1120,"US","CA",NA
"471","043406",NA,NA,"LIVERMORE",-121.8006,37.708333,"America/Los_Angeles",800,"US","CA",NA
"472","045108",NA,NA,"LYTLE CREEK",-117.4802778,34.23388889,"America/Los_Angeles",2719,"US","CA",NA
"473","040507",NA,NA,"MAD RIVER",-123.5236111,40.46277778,"America/Los_Angeles",2873,"US","CA",NA
"474","045433",NA,NA,"MALIBU",-118.6333333,34.05833333,"America/Los_Angeles",1575,"US","CA",NA
"475","040609",NA,NA,"MANZINITA LAKE",-121.5772222,40.53944444,"America/Los_Angeles",5871,"US","CA",NA
"476","044113",NA,NA,"MGROVE RAWS",-119.6,37.5,"America/Los_Angeles",6400,"US","CA",NA
"477","045109",NA,NA,"MILL CREEK",-117.0466667,34.07972222,"America/Los_Angeles",2511,"US","CA",NA
"478","041017",NA,NA,"MCGUIRES",-123.6011111,39.3525,"America/Los_Angeles",400,"US","CA",NA
"479","053501",NA,NA,"MANCHESTER",-105.1377778,39.105,"America/Denver",8489,"US","CO",NA
"480","045452",NA,NA,"MALIBU CANYON",-118.7033333,34.08388889,"America/Los_Angeles",610,"US","CA",NA
"481","041018",NA,NA,"MENDOCINO PASS",-122.9458333,39.80694444,"America/Los_Angeles",5328,"US","CA",NA
"482","055805",NA,NA,"MESA MTN",-107.7069444,37.055,"America/Denver",7300,"US","CO",NA
"483","044209",NA,NA,"METCALF GAP",-119.7677778,37.40916667,"America/Los_Angeles",3077,"US","CA",NA
"484","042607",NA,NA,"MEYERS",-120.015,38.845,"America/Los_Angeles",6337,"US","CA",NA
"485","044110",NA,NA,"MIAMI",-119.7441667,37.41944444,"America/Los_Angeles",4327,"US","CA",NA
"486","045128",NA,NA,"MID HILLS",-115.4152778,35.16611111,"America/Los_Angeles",5413,"US","CA",NA
"487","045435",NA,NA,"MILL CREEK",-118.09,34.38833333,"America/Los_Angeles",4999,"US","CA",NA
"488","044708",NA,NA,"MILO",-118.8688889,36.23111111,"America/Los_Angeles",1965,"US","CA",NA
"489","040637",NA,NA,"MULE MOUNTAIN",-122.5041667,40.56611111,"America/Los_Angeles",2064,"US","CA",NA
"490","043011",NA,NA,"MALLORY RIDGE",-121.7788889,37.81722222,"America/Los_Angeles",2040,"US","CA",NA
"491","045218",NA,NA,"MONTECITO",-119.635,34.45166667,"America/Los_Angeles",1500,"US","CA",NA
"492","044203",NA,NA,"MINARETS",-119.3486111,37.40972222,"America/Los_Angeles",5180,"US","CA",NA
"493","055710",NA,NA,"MOCKINGBIRD",-108.8841667,37.47444444,"America/Denver",6420,"US","CO",NA
"494","055711",NA,NA,"SAN JUAN PORTABLE",-108.8844444,37.47277778,"America/Denver",6420,"US","CO",NA
"495","040311",NA,NA,"MODOC NWR",-120.5202778,41.45861111,"America/Los_Angeles",4362,"US","CA",NA
"496","040921",NA,NA,"DENTEN CREEK",-120.5944444,39.77944444,"America/Los_Angeles",5149,"US","CA",NA
